TINWSYS_IS_NUMBER,WATER_SYSTEM_NUMBER,SYSTEM_NAME,REGULATING_AGENCY,COUNTY,FEDERAL_CLASSIFICATION_TYPE,SERVICE_CONNECTIONS,POPULATION,OWNER_TYPE,PL_ADDRESS,PL_ADDRESS_CITY_NAME,PL_ADDRESS_STATE_CODE,PL_ADDRESS_ZIP_CODE,LATITUDE_MEASURE,LONGITUDE_MEASURE,SERVICE_AREA_ECONOMIC_STATUS,MHI,CALENVIRO_SCREEN_SCORE,RISK_ASSESSMENT_RESULT,CURRENT_FAILING,FINAL_SAFER_STATUS,FAILING_START_DATE,PRIMARY_MCL_VIOLATION,PRIMARY_ANALYTE_1,PRIMARY_ANALYTE_2,PRIMARY_ANALYTE_3,PRIMARY_ANALYTE_4,PRIMARY_ANALYTE_5,SECONDARY_MCL_VIOLATION,SECONDARY_ANALYTE_1,SECONDARY_ANALYTE_2,SECONDARY_ANALYTE_3,SECONDARY_ANALYTE_4,E_COLI_VIOLATION,E_COLI_ANALYTES,TREATMENT_TECHNIQUE_VIOLATION,TT_ANALYTES,MONITORING_AND_REPORTING_VIOLATION,MONITORING_AND_REPORTING_ANALYTES,SOURCE_CAPACITY_VIOLATION,SOURCE_CAPACITY_ANALYTES,TOTAL_WEIGHTED_RISK_SCORE_BEFORE_DIVIDING_BY_CATEGORY_COUNT,WEIGHTED_WATER_QUALITY_SCORE,WATER_QUALITY_SCORE,WATER_QUALITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,WATER_QUALITY_RISK_LEVEL,WEIGHTED_ACCESSIBILITY_SCORE,ACCESSIBILITY_SCORE,ACCESSIBILITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,ASSESSIBILITY_RISK_LEVEL,WEIGHTED_AFFORDABILITY_SCORE,AFFORDABILITY_SCORE,AFFORDABILITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,AFFORDABILITY_RISK_LEVEL,WEIGHTED_TMF_CAPACITY_SCORE,TMF_CAPACITY_SCORE,TMF_CAPACITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,TMF_CAPACITY_RISK_LEVEL,HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL,HISTORY_OF_E_COLI_PRESENCE_THRESHOLD_MET,HISTORY_OF_E_COLI_PRESENCE_RAW_SCORE,HISTORY_OF_E_COLI_PRESENCE_WEIGHTED_SCORE,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_RISK_LEVEL,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_THRESHOLD_MET,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_RAW_SCORE,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_WEIGHTED_SCORE,TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL,TREATMENT_TECHNIUQE_VIOLATIONS_THRESHOLD_MET,TREATMENT_TECHNIUQE_VIOLATIONS_RAW_SCORE,TREATMENT_TECHNIUQE_VIOLATIONS_WEIGHTED_SCORE,PAST_PRESENCE_ON_THE_FAILING_LIST_RISK_LEVEL,PAST_PRESENCE_ON_THE_FAILING_LIST_THRESHOLD_MET,PAST_PRESENCE_ON_THE_FAILING_LIST_RAW_SCORE,PAST_PRESENCE_ON_THE_FAILING_LIST_WEIGHTED_SCORE,CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL,CONSTITUENTS_OF_EMERGING_CONCERN_THRESHOLD_MET,CONSTITUENTS_OF_EMERGING_CONCERN_RAW_SCORE,CONSTITUENTS_OF_EMERGING_CONCERN_WEIGHTED_SCORE,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL,MIN_PCT_OF_SOURCES_EXCEED_MCL_THRESHOLD_MET,MAX_PCT_OF_SOURCES_EXCEED_MCL_THRESHOLD_MET,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RAW_SCORE,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_WEIGHTED_SCORE,NUMBER_OF_WATER_SOURCES_RISK_LEVEL,NUMBER_OF_WATER_SOURCES_THRESHOLD_MET,NUMBER_OF_WATER_SOURCES_RAW_SCORE,NUMBER_OF_WATER_SOURCES_WEIGHTED_RAW_SCORE,ABESENCE_OF_INTERTIES_RISK_LEVEL,ABESENCE_OF_INTERTIES_THRESHOLD_MET,ABESENCE_OF_INTERTIES_RAW_SCORE,ABESENCE_OF_INTERTIES_WEIGHTED_SCORE,SOURCE_CAPACITY_VIOLATION_RISK_LEVEL,SOURCE_CAPACITY_VIOLATIONS_THRESHOLD_MET,SOURCE_CAPACITY_VIOLATIONS_RAW_SCORE,SOURCE_CAPACITY_VIOLATIONS_WEIGHTED_SCORE,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_THRESHOLD_MET,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RAW_SCORE,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_WEIGHTED_SCORE,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_RISK_LEVEL,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_THRESHOLD_MET,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_RAW_SCORE,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_WEIGHTED_SCORE,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_RISK_LEVEL,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_THRESHOLD_MET,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_RAW_SCORE,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_WEIGHTED_SCORE,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_THRESHOLD_MET,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_WEIGHTED_SCORE,EXTREME_WATER_BILL_RISK_LEVEL,EXTREME_WATER_BILL_THRESHOLD_MET,EXTREME_WATER_BILL_RAW_SCORE,EXTREME_WATER_BILL_WEIGHTED_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RISK_LEVEL,HOUSEHOLD_SOCIOECONOMIC_BURDEN_THRESHOLD_MET,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_WEIGHTED_SCORE,TOTAL_NET_ANNUAL_INCOME_RISK_LEVEL,TOTAL_NET_ANNUAL_INCOME_THRESHOLD_MET,TOTAL_NET_ANNUAL_INCOME_RAW_SCORE,TOTAL_NET_ANNUAL_INCOME_WEIGHTED_SCORE,OPERATING_RATIO_RISK_LEVEL,OPERATING_RATIO_THRESHOLD_MET,OPERATING_RATIO_RAW_SCORE,OPERATING_RATIO_WEIGHTED_SCORE,DAYS_CASH_ON_HAND_RISK_LEVEL,DAYS_CASH_ON_HAND_THRESHOLD_MET,DAYS_CASH_ON_HAND_RAW_SCORE,DAYS_CASH_ON_HAND_WEIGHTED_SCORE,OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL,OPERATOR_CERTIFICATION_VIOLATIONS_THRESHOLD_MET,OPERATOR_CERTIFICATION_VIOLATIONS_RAW_SCORE,OPERATOR_CERTIFICATION_VIOLATIONS_WEIGHTED_SCORE,MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL,MONITORING_AND_REPORTING_VIOLATIONS_THRESHOLD_MET,MONITORING_AND_REPORTING_VIOLATIONS_SCORE,MONITORING_AND_REPORTING_VIOLATIONS_WEIGHTED_SCORE,SIGNIFICANT_DEFICIENCIES_RISK_LEVEL,SIGNIFICANT_DEFICIENCIES_THRESHOLD_MET,SIGNIFICANT_DEFICIENCIES_RAW_SCORE,SIGNIFICANT_DEFICIENCIES_WEIGHTED_SCORE,FUNDING_RECEIVED_SINCE_2017,TECHNICAL_ASSISTANCE_FUNDING_SINCE_2017,REGIONAL_BOARD,AUTOMATICALLY_AT_RISK_REASON,CREATED_DATE,TOTAL_PRIMARY_ANALYTES,TOTAL_SECONDARY_ANALYTES,TOTAL_E_COLI_ANALYTES
7623,CA0202501,DIAMOND VALLEY SCHOOL,LPA32 - ALPINE COUNTY,ALPINE,NON-TRANSIENT NON-COMMUNITY,5,100,PRIVATE,35 HAWKSIDE DR.,MARKLEEVILLE,CA,96120,38.766353,-119.80846,SDAC,57500,13.6151637006617,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,1.33,0.00,0.00,0.00,NONE,1.33,0.67,1.00,HIGH,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Systems serving military bases; NTNC systems that are K-12 schools,0,0.00,NONE,Systems serving military bases; NTNC systems that are K-12 schools,0,0.00,NONE,Systems serving military bases; NTNC systems that are K-12 schools,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 6 Lahontan (South Lake Tahoe Office),NA,2026-05-17,NA,NA,NA
7624,CA0202503,WOODFORDS MUTUAL WATER COMPANY,LPA32 - ALPINE COUNTY,ALPINE,COMMUNITY,16,50,PRIVATE, ,MARKLEEVILLE,CA,96120,38.773834,-119.817313,SDAC,57500,13.6151637006617,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,2.17,0.00,0.00,0.00,NONE,2.17,1.08,1.00,HIGH,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,LOW,Top 25% of systems most at risk of drought and water shortage,0.25,0.50,HIGH,1+,1,2,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 6 Lahontan (South Lake Tahoe Office),NA,2026-05-17,NA,NA,NA
7629,CA0202504,MARKLEEVILLE WATER CO.,LPA32 - ALPINE COUNTY,ALPINE,COMMUNITY,167,175,PRIVATE, ,MARKLEEVILLE,CA,96120,38.689366,-119.796962,Non-DAC,82321,13.6151637006617,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,0.66,0.00,0.00,0.00,NONE,0.33,0.17,0.50,LOW,0.00,0.00,0.00,NONE,0.33,0.17,0.50,LOW,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,NONE,2+,0,0,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,3435300,0,Region 6 Lahontan (South Lake Tahoe Office),NA,2026-05-17,NA,NA,NA
7577,CA0202522,SIERRA PINES MOBILE HOME PARK,LPA32 - ALPINE COUNTY,ALPINE,COMMUNITY,32,70,PRIVATE,19750 Hwy 89,MARKLEEVILLE,CA,96120,38.757564,-119.817858,SDAC,57500,13.6151637006617,Potentially At-Risk,Not Failing,Potentially At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,2.50,0.00,0.00,0.00,NONE,1.50,0.75,0.60,HIGH,0.00,0.00,0.00,NONE,1.00,0.50,0.40,MEDIUM,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,LOW,Top 25% of systems most at risk of drought and water shortage,0.25,0.50,NONE,0,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,HIGH,Less than 1,1,1.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 5 Central Valley (Redding Office),NA,2026-05-17,NA,NA,NA
7618,CA0202599,ALPINE EARLY LEARNING CENTER,LPA32 - ALPINE COUNTY,ALPINE,NON-TRANSIENT NON-COMMUNITY,1,35,PRIVATE,100 Foothill Road,MARKLEEVILLE,CA,96120,38.76633,-119.808584,SDAC,57500,13.6151637006617,NA,Not Failing,NA,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Region 6 Lahontan (South Lake Tahoe Office),NA,2026-05-17,NA,NA,NA
56,CA0210001,LAKE ALPINE WATER COMPANY,DISTRICT 10 - STOCKTON,ALPINE,COMMUNITY,493,625,PRIVATE,301 Schimke Rd.,BEAR VALLEY,CA,95223,38.466442,-120.042409,Non-DAC,93625,13.6151637006617,At-Risk,Not Failing,At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,3.33,0.75,0.25,0.23,LOW,1.33,0.67,0.40,HIGH,1.08,1.08,0.32,HIGH,0.17,0.08,0.05,LOW,NONE,NO,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.25,0.50,NONE,NO,0,0,MEDIUM,1,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,MEDIUM,1.5% or greater AND less than 2.5%,0.75,2.40,HIGH,Equal to or greater than 200% of statewide average,1.0,1.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NA,NA,0.5,0.50,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,142515.75,Region 5 Central Valley (Sacramento Office),NA,2026-05-17,NA,NA,NA
57,CA0210002,KIRKWOOD MEADOWS PUBLIC UTILITY DISTRICT,DISTRICT 09 - SACRAMENTO,ALPINE,COMMUNITY,867,7851,LOCAL,33540 LOOP ROAD,KIRKWOOD,CA,95646,38.692589,-120.071985,DAC,74781,14.3436241689084,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,1.25,0.75,0.25,0.60,LOW,0.33,0.17,0.26,LOW,0.00,0.00,0.00,NONE,0.17,0.08,0.14,LOW,NONE,NO,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.25,0.50,NONE,NO,0,0,MEDIUM,1,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,NONE,2+,0,0,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NA,NA,0.5,0.50,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 5 Central Valley (Redding Office),NA,2026-05-17,NA,NA,NA
6808,CA0300010,DRYTOWN COUNTY WATER DISTRICT,DISTRICT 10 - STOCKTON,AMADOR,COMMUNITY,67,221,LOCAL, ,DRYTOWN,CA,95699,38.439191,-120.862956,DAC,61193,18.4476415954323,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,1.00,0.00,0.00,0.00,NONE,1.00,0.50,1.00,MEDIUM,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,HIGH,1,1,3,NONE,1 or more interties,0,0,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 5 Central Valley (Sacramento Office),NA,2026-05-17,NA,NA,NA
6795,CA0300011,SUTTER PINES MHP,DISTRICT 10 - STOCKTON,AMADOR,COMMUNITY,20,40,PRIVATE, ,JACKSON,CA,95642,38.360145,-120.749669,DAC,60458,26.3320336713569,At-Risk,Failing,Failing,2025-03-07,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,YES,CCR ?64554 ? SRC CAPACITY,6.25,2.25,0.75,0.36,HIGH,3.00,1.50,0.48,HIGH,0.00,0.00,0.00,NONE,1.00,0.50,0.16,MEDIUM,NONE,NO,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.25,0.50,NONE,NO,0,0,MEDIUM,1,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,HIGH,50,100,1,3,HIGH,1,1,3,HIGH,No intertie,1,1,HIGH,1+,1,3,NONE,0,0,0,HIGH,Top 10% of systems most at risk of drought and water shortage,1.00,2.00,NONE,0,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,HIGH,Less than 1,1,1.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,95747,Region 5 Central Valley (Sacramento Office),NA,2026-05-17,NA,NA,NA
6796,CA0300016,VOLCANO COMMUNITY SERVICE DIST,DISTRICT 10 - STOCKTON,AMADOR,COMMUNITY,73,103,LOCAL,16131 Main St,VOLCANO,CA,95689,38.443606,-120.629933,DAC,63168,16.4072940135362,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,1.75,0.25,0.08,0.14,LOW,0.33,0.17,0.19,LOW,1.17,1.17,0.67,HIGH,0.00,0.00,0.00,NONE,NONE,NO,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.25,0.50,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,NONE,2+,0,0,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,HIGH,2.5% or greater,1.0,3.00,MEDIUM,Equal to or greater than 150% AND less than 200% of statewide average,0.5,0.50,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 5 Central Valley (Sacramento Office),NA,2026-05-17,NA,NA,NA
6797,CA0300019,FIDDLETOWN COMMUNITY SERVICE,DISTRICT 10 - STOCKTON,AMADOR,COMMUNITY,66,100,LOCAL, ,FIDDLETOWN,CA,95629,38.503995,-120.761098,SDAC,55388,18.4476415954323,At-Risk,Failing,Failing,2026-01-12,NO,NA,NA,NA,NA,NA,YES,IRON, MANGANESE,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,3.83,2.00,0.67,0.52,HIGH,1.50,0.75,0.39,HIGH,0.33,0.33,0.09,LOW,0.00,0.00,0.00,NONE,HIGH,YES,1,3,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,MEDIUM,1,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,LOW,Top 25% of systems most at risk of drought and water shortage,0.25,0.50,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,5850.99,Region 5 Central Valley (Sacramento Office),NA,2026-05-17,NA,2,NA
6799,CA0300024,FOREST POINT MHC,DISTRICT 10 - STOCKTON,AMADOR,COMMUNITY,22,62,PRIVATE, ,PINE GROVE,CA,95665,38.407076000000004,-120.64685,SDAC,55675,19.6335915803924,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,2.17,0.00,0.00,0.00,NONE,1.50,0.75,0.69,HIGH,0.67,0.67,0.31,MEDIUM,0.00,0.00,0.00,NONE,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,LOW,Top 25% of systems most at risk of drought and water shortage,0.25,0.50,NONE,0,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,HIGH,Combined score of 0.625 - 1.0,1,2.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 5 Central Valley (Sacramento Office),NA,2026-05-17,NA,NA,NA
6811,CA0300037,JACKSON VALLEY IRRIGATION DISTRICT,DISTRICT 10 - STOCKTON,AMADOR,COMMUNITY,566,3553,PRIVATE,6755 Lake Amador Drive,IONE,CA,95640,38.302899,-120.891681,Non-DAC,92115,27.8581348442509,At-Risk,Not Failing,At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,2.25,0.25,0.08,0.11,LOW,1.33,0.67,0.59,HIGH,0.00,0.00,0.00,NONE,0.67,0.33,0.30,LOW,NONE,NO,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.25,0.50,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,NONE,2+,0,0,HIGH,No intertie,1,1,NONE,0,0,0,VERY HIGH,1+,1,3,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,4013141.67,0,Region 5 Central Valley (Sacramento Office),BOTTLED OR HAULED WATER,2026-05-17,NA,NA,NA
6805,CA0300053,RANCHO DEL ORO MHP,DISTRICT 10 - STOCKTON,AMADOR,COMMUNITY,28,44,PRIVATE,8825 Old Sacramento Rd.,PLYMOUTH,CA,95669,38.481075,-120.859028,DAC,69215,17.6647294906815,Potentially At-Risk,Not Failing,Potentially At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,2.50,0.00,0.00,0.00,NONE,1.50,0.75,0.60,HIGH,0.00,0.00,0.00,NONE,1.00,0.50,0.40,MEDIUM,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,LOW,Top 25% of systems most at risk of drought and water shortage,0.25,0.50,NONE,0,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,HIGH,Less than 1,1,1.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 5 Central Valley (Sacramento Office),NA,2026-05-17,NA,NA,NA
